epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1273.27,0.3926,0.33861,0.81132,0.96504,0.96096,0.98367,0.93299,0.29136,0.29388,0.77645,0.000512625,0.000512625,0.000512625
69,1291.92,0.39202,0.33651,0.80815,0.95374,0.969,0.98186,0.92796,0.30186,0.29765,0.77525,0.0004755,0.0004755,0.0004755
70,1310.52,0.39808,0.34682,0.80566,0.95968,0.96579,0.98391,0.93623,0.29022,0.29207,0.77615,0.000438375,0.000438375,0.000438375
71,1351.53,0.36878,0.33311,0.81109,0.96647,0.95987,0.98216,0.9308,0.28911,0.29703,0.77485,0.00040125,0.00040125,0.00040125
72,1369.52,0.35154,0.31699,0.82085,0.96345,0.9591,0.98101,0.93165,0.28699,0.29939,0.77386,0.000364125,0.000364125,0.000364125
73,1387.21,0.34955,0.30818,0.81134,0.96946,0.9489,0.98305,0.93529,0.28561,0.29967,0.77296,0.000327,0.000327,0.000327
74,1404.96,0.34577,0.30543,0.81433,0.95915,0.9576,0.98219,0.93299,0.28594,0.30049,0.77395,0.000289875,0.000289875,0.000289875
75,1422.85,0.34076,0.29874,0.81148,0.96746,0.96,0.98483,0.93708,0.28803,0.29057,0.7733,0.00025275,0.00025275,0.00025275
76,1440.63,0.33001,0.29167,0.81657,0.97099,0.95852,0.98469,0.93427,0.28399,0.28995,0.77316,0.000215625,0.000215625,0.000215625
77,1458.99,0.32781,0.28905,0.81051,0.96848,0.96273,0.98417,0.93349,0.27874,0.29,0.77169,0.0001785,0.0001785,0.0001785
78,1476.79,0.33389,0.28623,0.8128,0.96238,0.96558,0.98443,0.93652,0.27258,0.29143,0.77148,0.000141375,0.000141375,0.000141375
79,1494.56,0.31896,0.28311,0.80791,0.9681,0.96626,0.98558,0.93845,0.27519,0.28511,0.77061,0.00010425,0.00010425,0.00010425
80,1512.37,0.31148,0.27968,0.8137,0.96037,0.96535,0.9844,0.93877,0.27106,0.29105,0.77066,6.7125e-05,6.7125e-05,6.7125e-05
