epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,3598.98,0.21961,0.20425,0.79405,0.97385,0.97345,0.9845,0.95714,0.21759,0.22476,0.76878,0.000294216,0.000294216,0.000294216
100,3634.58,0.21775,0.20354,0.79368,0.97299,0.98079,0.98703,0.96147,0.2095,0.21327,0.76657,0.000288718,0.000288718,0.000288718
101,3669.49,0.21684,0.20236,0.79097,0.96876,0.97558,0.98715,0.96015,0.21124,0.22682,0.76591,0.00028322,0.00028322,0.00028322
102,3705.2,0.22104,0.21049,0.79855,0.9707,0.97368,0.98695,0.96048,0.21133,0.22138,0.76806,0.000277722,0.000277722,0.000277722
103,3741.5,0.21865,0.20362,0.79058,0.97224,0.97452,0.98649,0.96327,0.20352,0.22351,0.76533,0.000272224,0.000272224,0.000272224
104,3777.58,0.21217,0.19938,0.7941,0.97697,0.97288,0.98681,0.96321,0.20731,0.21418,0.76575,0.000266727,0.000266727,0.000266727
105,3813.68,0.21202,0.19575,0.79536,0.9731,0.97606,0.98851,0.96331,0.2039,0.21785,0.76575,0.000261229,0.000261229,0.000261229
106,3850.53,0.20646,0.19787,0.78936,0.96746,0.9759,0.98736,0.96298,0.20509,0.23203,0.76466,0.000255731,0.000255731,0.000255731
107,3888.1,0.21225,0.20185,0.79073,0.9784,0.96971,0.98695,0.96169,0.20353,0.21373,0.76657,0.000250233,0.000250233,0.000250233
108,3925.42,0.21007,0.19368,0.79324,0.97638,0.97597,0.9864,0.9611,0.20416,0.21733,0.76525,0.000244735,0.000244735,0.000244735
