epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2271.78,0.3048,0.29893,0.81942,0.95373,0.96069,0.98152,0.93388,0.26983,0.27038,0.82843,0.000720295,0.000720295,0.000720295
43,2325.43,0.29775,0.29477,0.82213,0.96411,0.9502,0.98346,0.9391,0.26079,0.2864,0.82592,0.000717546,0.000717546,0.000717546
44,2378.94,0.29933,0.30053,0.82284,0.95849,0.95848,0.98101,0.93753,0.25738,0.26495,0.82402,0.000714797,0.000714797,0.000714797
45,2432.55,0.28648,0.27919,0.81237,0.95322,0.96313,0.98202,0.93913,0.2639,0.26503,0.82629,0.000712048,0.000712048,0.000712048
46,2486.15,0.29436,0.2894,0.82117,0.96237,0.95503,0.98294,0.93981,0.2739,0.25987,0.82313,0.000709299,0.000709299,0.000709299
47,2539.96,0.29178,0.29639,0.81675,0.97056,0.968,0.98421,0.94848,0.25043,0.23974,0.81926,0.000706551,0.000706551,0.000706551
48,2593.34,0.28514,0.27628,0.81792,0.95605,0.97307,0.98633,0.94545,0.25593,0.24717,0.82116,0.000703802,0.000703802,0.000703802
49,2646.97,0.28221,0.28244,0.81171,0.9618,0.9648,0.98409,0.94657,0.23865,0.24138,0.81956,0.000701053,0.000701053,0.000701053
50,2700.38,0.28191,0.27341,0.81726,0.97303,0.96939,0.98603,0.94169,0.25689,0.23231,0.82386,0.000698304,0.000698304,0.000698304
51,2754.12,0.28245,0.27466,0.81626,0.96883,0.96175,0.9834,0.94245,0.25599,0.24756,0.82158,0.000695555,0.000695555,0.000695555
52,2807.56,0.28533,0.28041,0.81455,0.96899,0.97622,0.98683,0.95144,0.25052,0.21894,0.82029,0.000692806,0.000692806,0.000692806
53,2861.2,0.28252,0.26116,0.81975,0.9761,0.96548,0.98115,0.94566,0.24338,0.24201,0.81938,0.000690057,0.000690057,0.000690057
54,2914.59,0.28206,0.28204,0.81902,0.96683,0.97009,0.98743,0.94925,0.24322,0.23281,0.82094,0.000687308,0.000687308,0.000687308
55,2968.49,0.27636,0.26808,0.81467,0.97098,0.96493,0.9871,0.95065,0.24936,0.23216,0.82065,0.000684559,0.000684559,0.000684559
56,3022.16,0.27017,0.2633,0.81319,0.97341,0.97708,0.98817,0.95124,0.24018,0.21549,0.81884,0.00068181,0.00068181,0.00068181
57,3075.64,0.27723,0.26165,0.81833,0.97169,0.95708,0.98068,0.94513,0.2437,0.23472,0.8193,0.000679062,0.000679062,0.000679062
58,3129.68,0.27592,0.265,0.81453,0.96265,0.97827,0.98581,0.94944,0.24257,0.2252,0.81745,0.000676313,0.000676313,0.000676313
59,3183.62,0.26808,0.25856,0.8132,0.9713,0.97236,0.98827,0.95215,0.23837,0.21614,0.82165,0.000673564,0.000673564,0.000673564
60,3237.42,0.27147,0.25853,0.8132,0.96783,0.96917,0.98323,0.94793,0.23997,0.2345,0.8214,0.000670815,0.000670815,0.000670815
61,3291.57,0.27077,0.26331,0.81222,0.97254,0.96188,0.98584,0.95127,0.2358,0.23213,0.81894,0.000668066,0.000668066,0.000668066
62,3345.33,0.26784,0.25011,0.81715,0.96417,0.97408,0.98552,0.94917,0.23646,0.23357,0.81953,0.000665317,0.000665317,0.000665317
63,3398.84,0.26787,0.25669,0.81111,0.97012,0.9643,0.98637,0.95388,0.22982,0.22491,0.81762,0.000662568,0.000662568,0.000662568
64,3452.74,0.26063,0.25109,0.81122,0.97336,0.9718,0.98455,0.9505,0.23488,0.21688,0.82392,0.000659819,0.000659819,0.000659819
65,3506.28,0.26353,0.25426,0.81529,0.96965,0.96583,0.98395,0.9483,0.23348,0.22719,0.81876,0.00065707,0.00065707,0.00065707
66,3559.93,0.26236,0.24578,0.80939,0.97509,0.97374,0.9879,0.95786,0.2285,0.21123,0.81701,0.000654321,0.000654321,0.000654321
67,3613.45,0.25909,0.24558,0.80775,0.96824,0.97644,0.9872,0.95677,0.21705,0.20612,0.81575,0.000651573,0.000651573,0.000651573
68,3667.29,0.25615,0.24199,0.81063,0.96964,0.97887,0.98414,0.95356,0.22774,0.20903,0.81681,0.000648824,0.000648824,0.000648824
69,3721.11,0.25645,0.23962,0.80842,0.9633,0.97916,0.98608,0.95595,0.22566,0.22411,0.81413,0.000646075,0.000646075,0.000646075
70,3774.59,0.2515,0.24151,0.80956,0.96444,0.96151,0.97622,0.943,0.22305,0.23405,0.81558,0.000643326,0.000643326,0.000643326
71,3828.21,0.25177,0.24072,0.80695,0.96853,0.98026,0.98737,0.95302,0.2265,0.20901,0.81972,0.000640577,0.000640577,0.000640577
72,3881.87,0.24899,0.23661,0.80645,0.97107,0.97064,0.98361,0.9504,0.22338,0.21184,0.81648,0.000637828,0.000637828,0.000637828
73,3935.7,0.25275,0.23781,0.81365,0.9721,0.96766,0.98114,0.95219,0.22069,0.22236,0.81299,0.000635079,0.000635079,0.000635079
74,3989.67,0.24181,0.22967,0.8043,0.97718,0.97031,0.98625,0.95559,0.22557,0.19811,0.81649,0.00063233,0.00063233,0.00063233
75,4044.18,0.25617,0.25467,0.81063,0.98113,0.97018,0.98533,0.95304,0.22745,0.20698,0.81814,0.000629581,0.000629581,0.000629581
76,4097.83,0.24915,0.23299,0.80812,0.98255,0.97307,0.98471,0.95335,0.22209,0.19712,0.8167,0.000626832,0.000626832,0.000626832
77,4152.49,0.23769,0.22438,0.80426,0.97462,0.96534,0.9847,0.95105,0.21837,0.21095,0.81626,0.000624084,0.000624084,0.000624084
78,4206.18,0.25476,0.24203,0.80875,0.97533,0.97622,0.98484,0.9496,0.22663,0.2079,0.82289,0.000621335,0.000621335,0.000621335
79,4259.89,0.25068,0.23293,0.80549,0.97181,0.97927,0.98878,0.95821,0.22533,0.19725,0.81917,0.000618586,0.000618586,0.000618586
