epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,803.088,0.49416,0.4491,0.82902,0.93036,0.92402,0.96772,0.88609,0.39544,0.40293,0.7974,0.0015825,0.0015825,0.0015825
44,822.348,0.47845,0.4432,0.82293,0.94433,0.95994,0.98053,0.90801,0.36533,0.35362,0.78511,0.00154875,0.00154875,0.00154875
45,841.67,0.49326,0.44526,0.82784,0.95041,0.93463,0.97385,0.89387,0.38897,0.38129,0.79167,0.001515,0.001515,0.001515
46,860.986,0.48945,0.44507,0.82306,0.94443,0.95099,0.9747,0.90997,0.3529,0.36633,0.78365,0.00148125,0.00148125,0.00148125
47,880.389,0.47492,0.43157,0.81761,0.94116,0.91783,0.96348,0.89048,0.36078,0.43674,0.7863,0.0014475,0.0014475,0.0014475
48,899.786,0.46937,0.41928,0.82578,0.96071,0.94213,0.98137,0.91214,0.35617,0.34974,0.78604,0.00141375,0.00141375,0.00141375
49,919.373,0.47189,0.43342,0.82682,0.9602,0.94733,0.98279,0.91404,0.35435,0.35243,0.78542,0.00138,0.00138,0.00138
50,938.674,0.45746,0.41997,0.82049,0.95761,0.95393,0.98299,0.91328,0.35339,0.34845,0.78342,0.00134625,0.00134625,0.00134625
51,957.935,0.45902,0.40686,0.82257,0.95875,0.93434,0.9747,0.90698,0.34212,0.35547,0.7823,0.0013125,0.0013125,0.0013125
52,977.213,0.4577,0.4225,0.82705,0.95263,0.93561,0.97132,0.90913,0.34742,0.3717,0.78123,0.00127875,0.00127875,0.00127875
53,996.552,0.45857,0.41008,0.81978,0.95031,0.94472,0.97526,0.91416,0.33126,0.36228,0.77795,0.001245,0.001245,0.001245
54,1016.02,0.44915,0.39421,0.82058,0.9681,0.94962,0.97805,0.91037,0.33888,0.34286,0.78322,0.00121125,0.00121125,0.00121125
55,1035.59,0.44757,0.40093,0.81715,0.95776,0.95314,0.97935,0.92045,0.32779,0.33028,0.78003,0.0011775,0.0011775,0.0011775
56,1055.13,0.44397,0.39492,0.82233,0.96314,0.95272,0.98082,0.91986,0.32568,0.32603,0.77693,0.00114375,0.00114375,0.00114375
57,1074.57,0.45226,0.40786,0.8191,0.96508,0.95486,0.97912,0.9115,0.3619,0.35174,0.78321,0.00111,0.00111,0.00111
58,1094.07,0.43899,0.39041,0.8118,0.94825,0.96497,0.98326,0.92317,0.3243,0.32899,0.77828,0.00107625,0.00107625,0.00107625
59,1113.65,0.42998,0.3863,0.81631,0.9721,0.95298,0.98433,0.92545,0.32143,0.31062,0.78036,0.0010425,0.0010425,0.0010425
60,1133.32,0.4396,0.38748,0.81332,0.94376,0.95332,0.97779,0.92122,0.32864,0.35747,0.77753,0.00100875,0.00100875,0.00100875
61,1152.77,0.42617,0.37819,0.8112,0.97022,0.95457,0.98245,0.92815,0.3127,0.31126,0.7763,0.000975,0.000975,0.000975
62,1172.21,0.42368,0.37032,0.81562,0.97103,0.95284,0.98399,0.92962,0.31015,0.31515,0.77732,0.00094125,0.00094125,0.00094125
63,1191.69,0.41743,0.37049,0.81495,0.95359,0.96019,0.98052,0.92626,0.30679,0.31452,0.77427,0.0009075,0.0009075,0.0009075
64,1211.2,0.41524,0.36325,0.81234,0.9709,0.95552,0.98348,0.93128,0.31326,0.30544,0.77506,0.00087375,0.00087375,0.00087375
65,1230.87,0.41156,0.36357,0.81452,0.96815,0.9625,0.98468,0.92996,0.31309,0.30109,0.77732,0.00084,0.00084,0.00084
66,1250.56,0.41096,0.35824,0.8134,0.95931,0.9541,0.98357,0.93046,0.30213,0.31154,0.77811,0.00080625,0.00080625,0.00080625
67,1270.36,0.41786,0.36387,0.81164,0.97305,0.95243,0.9798,0.93009,0.30241,0.31815,0.77435,0.0007725,0.0007725,0.0007725
68,1289.87,0.40189,0.35273,0.81329,0.95863,0.95127,0.97862,0.93037,0.30052,0.31685,0.7748,0.00073875,0.00073875,0.00073875
69,1309.57,0.40013,0.34749,0.80949,0.95381,0.94887,0.98098,0.93033,0.29575,0.33838,0.77681,0.000705,0.000705,0.000705
