epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,2200.45,0.26403,0.24097,0.80428,0.96849,0.96552,0.98316,0.94428,0.25225,0.28132,0.77655,0.000486639,0.000486639,0.000486639
65,2234.78,0.25698,0.23714,0.79928,0.96695,0.97458,0.98867,0.95011,0.25204,0.25047,0.7745,0.000481141,0.000481141,0.000481141
66,2269.13,0.26088,0.24172,0.80103,0.9634,0.97384,0.98766,0.94775,0.25866,0.26483,0.77544,0.000475643,0.000475643,0.000475643
67,2303.53,0.25667,0.24881,0.80102,0.96942,0.97023,0.98811,0.95172,0.24482,0.2604,0.77348,0.000470145,0.000470145,0.000470145
68,2337.91,0.25969,0.24033,0.80001,0.96072,0.97125,0.98606,0.94809,0.24367,0.25742,0.77458,0.000464647,0.000464647,0.000464647
69,2372.16,0.25664,0.24094,0.79878,0.96857,0.96437,0.98536,0.94612,0.25005,0.26573,0.77601,0.00045915,0.00045915,0.00045915
70,2406.22,0.25723,0.24307,0.80037,0.97321,0.96431,0.98567,0.95086,0.2402,0.24497,0.77024,0.000453652,0.000453652,0.000453652
71,2440.62,0.24673,0.23844,0.79582,0.97134,0.97413,0.98541,0.95007,0.23326,0.24308,0.77142,0.000448154,0.000448154,0.000448154
72,2474.95,0.24289,0.22589,0.79769,0.97389,0.96351,0.98531,0.95098,0.23169,0.25861,0.76882,0.000442656,0.000442656,0.000442656
73,2509.29,0.24303,0.22953,0.79627,0.9766,0.97274,0.98647,0.95445,0.23446,0.24591,0.76787,0.000437158,0.000437158,0.000437158
74,2543.95,0.24959,0.23006,0.79969,0.96797,0.97128,0.98255,0.94792,0.2389,0.25794,0.77205,0.000431661,0.000431661,0.000431661
75,2578.34,0.2427,0.23037,0.79782,0.96499,0.97143,0.98075,0.94748,0.23145,0.26001,0.77058,0.000426163,0.000426163,0.000426163
76,2612.51,0.23996,0.22172,0.79614,0.97246,0.96327,0.98317,0.94871,0.23734,0.25788,0.76865,0.000420665,0.000420665,0.000420665
77,2646.53,0.238,0.21917,0.79393,0.9657,0.97063,0.98332,0.95023,0.22956,0.25325,0.76794,0.000415167,0.000415167,0.000415167
78,2680.87,0.23671,0.22928,0.79538,0.96754,0.96475,0.98289,0.94835,0.23798,0.25033,0.76953,0.000409669,0.000409669,0.000409669
79,2715.18,0.23855,0.22437,0.79593,0.97811,0.97103,0.98439,0.95013,0.23386,0.23037,0.769,0.000404172,0.000404172,0.000404172
80,2749.48,0.23506,0.22335,0.7917,0.97214,0.97681,0.98528,0.94997,0.23191,0.24097,0.77094,0.000398674,0.000398674,0.000398674
81,2783.79,0.23635,0.21743,0.79474,0.98212,0.9754,0.98837,0.95434,0.23957,0.22036,0.77247,0.000393176,0.000393176,0.000393176
82,2818.17,0.23345,0.22191,0.79684,0.96947,0.96426,0.98094,0.94628,0.22806,0.25167,0.76898,0.000387678,0.000387678,0.000387678
83,2852.28,0.23185,0.21566,0.7936,0.96075,0.97974,0.98772,0.95448,0.22817,0.22255,0.76813,0.00038218,0.00038218,0.00038218
84,2886.46,0.23238,0.21771,0.78992,0.97528,0.97112,0.98649,0.95362,0.22758,0.22772,0.76827,0.000376683,0.000376683,0.000376683
85,2920.81,0.22802,0.21153,0.7908,0.97579,0.97178,0.9887,0.95936,0.22276,0.22197,0.7675,0.000371185,0.000371185,0.000371185
86,2955.2,0.22519,0.20847,0.79276,0.97901,0.97295,0.98771,0.9567,0.22987,0.2282,0.76931,0.000365687,0.000365687,0.000365687
87,2989.51,0.23059,0.21619,0.79419,0.97742,0.96638,0.98574,0.95507,0.21809,0.22899,0.76561,0.000360189,0.000360189,0.000360189
88,3023.88,0.23073,0.21528,0.79392,0.96864,0.97867,0.98591,0.9543,0.22316,0.22816,0.76615,0.000354691,0.000354691,0.000354691
89,3058.22,0.23208,0.21691,0.79229,0.97467,0.97445,0.98606,0.95259,0.22245,0.2281,0.76739,0.000349194,0.000349194,0.000349194
90,3092.23,0.23072,0.21456,0.79752,0.96931,0.97408,0.98685,0.95399,0.22209,0.23231,0.76874,0.000343696,0.000343696,0.000343696
91,3126.44,0.23091,0.21548,0.79352,0.97128,0.9827,0.98886,0.95632,0.22065,0.21984,0.77027,0.000338198,0.000338198,0.000338198
92,3160.83,0.22024,0.21219,0.79539,0.97396,0.97439,0.98726,0.95512,0.22156,0.22669,0.77112,0.0003327,0.0003327,0.0003327
93,3195.16,0.22782,0.21471,0.7942,0.97669,0.96727,0.9862,0.95316,0.2209,0.2332,0.77067,0.000327202,0.000327202,0.000327202
94,3229.5,0.2247,0.20898,0.79169,0.96756,0.97611,0.98559,0.95531,0.21759,0.23146,0.76649,0.000321705,0.000321705,0.000321705
95,3263.96,0.22439,0.20776,0.79164,0.97555,0.97402,0.98876,0.9594,0.21477,0.21559,0.76438,0.000316207,0.000316207,0.000316207
96,3298.49,0.21721,0.20518,0.79076,0.96392,0.9765,0.9848,0.95495,0.21593,0.23371,0.76683,0.000310709,0.000310709,0.000310709
97,3332.54,0.21254,0.19435,0.79139,0.97458,0.96892,0.9852,0.95567,0.2135,0.22656,0.76781,0.000305211,0.000305211,0.000305211
98,3366.83,0.21436,0.20025,0.79482,0.97121,0.96611,0.98369,0.95464,0.21872,0.23076,0.76707,0.000299713,0.000299713,0.000299713
99,3401.22,0.21774,0.20146,0.79115,0.96843,0.97437,0.98647,0.95771,0.20877,0.21712,0.76497,0.000294216,0.000294216,0.000294216
100,3435.62,0.21521,0.19881,0.79062,0.9702,0.98071,0.98653,0.9579,0.21741,0.20989,0.76581,0.000288718,0.000288718,0.000288718
101,3469.99,0.20857,0.19682,0.79183,0.96262,0.97701,0.98632,0.95706,0.2132,0.22261,0.76603,0.00028322,0.00028322,0.00028322
102,3504.36,0.21286,0.20095,0.79592,0.96992,0.97918,0.9888,0.95894,0.2102,0.21643,0.76702,0.000277722,0.000277722,0.000277722
103,3538.6,0.20988,0.19733,0.78886,0.97429,0.97481,0.98754,0.95959,0.20448,0.21176,0.76591,0.000272224,0.000272224,0.000272224
104,3572.77,0.20437,0.19126,0.79117,0.97581,0.97507,0.9864,0.95797,0.21243,0.20675,0.76674,0.000266727,0.000266727,0.000266727
105,3607.78,0.20523,0.19292,0.79348,0.97398,0.97892,0.98636,0.95766,0.21319,0.20786,0.76865,0.000261229,0.000261229,0.000261229
106,3642.13,0.20259,0.19382,0.7885,0.97303,0.97214,0.98531,0.95558,0.21085,0.21485,0.76856,0.000255731,0.000255731,0.000255731
107,3676.47,0.20558,0.19411,0.79102,0.97443,0.96822,0.98631,0.95918,0.21133,0.21548,0.76709,0.000250233,0.000250233,0.000250233
108,3710.85,0.20185,0.18991,0.79157,0.97038,0.97576,0.98683,0.9583,0.20737,0.21117,0.7657,0.000244735,0.000244735,0.000244735
109,3745.38,0.20844,0.19121,0.79037,0.97338,0.97313,0.98465,0.95634,0.21151,0.22039,0.76821,0.000239238,0.000239238,0.000239238
110,3779.52,0.20076,0.19165,0.7925,0.97312,0.97361,0.98622,0.9579,0.21408,0.22239,0.76737,0.00023374,0.00023374,0.00023374
111,3813.59,0.19941,0.1863,0.78866,0.96996,0.97672,0.98491,0.95933,0.2091,0.21846,0.76614,0.000228242,0.000228242,0.000228242
112,3848.08,0.19758,0.17993,0.79001,0.97546,0.97497,0.98798,0.95992,0.2055,0.20988,0.766,0.000222744,0.000222744,0.000222744
113,3882.59,0.19355,0.17792,0.79214,0.97547,0.97517,0.98551,0.95845,0.20557,0.20919,0.76512,0.000217246,0.000217246,0.000217246
114,3917,0.19878,0.18432,0.792,0.97698,0.97462,0.98562,0.95829,0.21084,0.20907,0.76661,0.000211749,0.000211749,0.000211749
115,3951.36,0.19254,0.17966,0.788,0.97563,0.98256,0.98817,0.96123,0.19798,0.19368,0.76268,0.000206251,0.000206251,0.000206251
116,3985.79,0.19642,0.18512,0.79259,0.97069,0.97477,0.98774,0.95959,0.20233,0.20758,0.76458,0.000200753,0.000200753,0.000200753
117,4020.04,0.19282,0.17612,0.78579,0.97913,0.97637,0.98733,0.96099,0.20328,0.20433,0.76526,0.000195255,0.000195255,0.000195255
118,4054.18,0.19246,0.18079,0.78971,0.97284,0.9759,0.98431,0.95818,0.19927,0.20999,0.76413,0.000189757,0.000189757,0.000189757
119,4088.57,0.19345,0.17889,0.7916,0.97787,0.97707,0.98708,0.96072,0.20644,0.20348,0.76587,0.00018426,0.00018426,0.00018426
120,4122.97,0.18685,0.17524,0.78753,0.9728,0.97794,0.98576,0.95872,0.19973,0.21072,0.76398,0.000178762,0.000178762,0.000178762
121,4157.4,0.19158,0.18452,0.79136,0.97672,0.97988,0.98734,0.9602,0.19996,0.20311,0.76562,0.000173264,0.000173264,0.000173264
122,4191.79,0.19035,0.17877,0.79238,0.97791,0.98352,0.98802,0.96054,0.20131,0.19203,0.76601,0.000167766,0.000167766,0.000167766
123,4226.15,0.18863,0.1762,0.78823,0.9729,0.98114,0.98759,0.96109,0.20109,0.19723,0.76567,0.000162268,0.000162268,0.000162268
124,4260.29,0.18605,0.17477,0.79124,0.97428,0.97159,0.98669,0.95966,0.20468,0.20801,0.76663,0.000156771,0.000156771,0.000156771
